Target,Prompt,Tweets,Tweets,Tweets
joerogan,"Jamie,","Jamie, let me know when you're in LA and let's make it happen!","Jamie, I would love to have you on my podcast!","Jamie, you're a fucking bad motherfucker."
joerogan,"Jamie,","Jamie, let me know when you're in LA and let's do a podcast!","Jamie, I would love to have you on my podcast. Let's do it!","Jamie, you're a fucking bad motherfucker!"
joerogan,"Jamie,","Jamie, let me know when you're in LA and we'll hook it up!","Jamie, I would love to have you on the podcast!","Jamie, let's do this shit, bitches!"
joerogan,"Jamie,","Jamie, let me know when you're in LA and we'll hook it up.","Jamie, I would love to have you on my podcast.","Jamie, let's do this shit together!"
joerogan,"Jamie,","Jamie, let's do a podcast! DM me your details and I'll hook it up!","Jamie, I would love to have you on my podcast today!","Jamie, you're a bad motherfucker!"
joerogan,"Jamie,","Jamie, let's do a podcast! DM me your details and I'll hook it up","Jamie, if you're ever in LA I would love to have you on my podcast.","Jamie, let's do this shit up!"
joerogan,"Jamie,","Jamie, let me know when you're back in LA!","Jamie, if you're ever in LA I would love to have you on my podcast!","Jamie, you're a bad motherfucker."
joerogan,"Jamie,","Jamie, let's do a podcast! DM me your details and we'll make it happen!","Jamie, I would love to have you on my podcast. Let me know!","Jamie, let's do this shit together."
joerogan,"Jamie,","Jamie, let's do a podcast! DM me your info and I'll hook it up!","Jamie, I would love to have you on my podcast today.","Jamie, you're a bad motherfucker"
joerogan,"Jamie,","Jamie, let's do a podcast! DM me your details and we'll hook it up!","Jamie, if you're ever in LA I would love to have you on the podcast with me.","Jamie, let's do this shit, bitches."
