Target,Prompt,Tweets,Tweets,Tweets
joerogan,"Jamie,","Jamie, let’s do it!","Jamie, I just uploaded ""JRE #292 - Eddie Bravo"" on Vimeo:","Jamie, let's do this shit, bitches!"
joerogan,"Jamie,","Jamie, let’s do it!","Jamie, I would love to have you on.","Jamie, let's do this shit! #Repost @tonyhinchcliffe with rep0stapp"
joerogan,"Jamie,","Jamie, let's do a podcast! I'm at the @icehousecomedy in Pasadena this Friday night with @duncantrussell @TonyHinchcliffe & @IanEdwardsComic","Jamie, I would love to have you on my podcast. Let me know if and when you're in LA!","Jamie, let's do this shit up!"
joerogan,"Jamie,","Jamie, you're a bad motherfucker.","Jamie, I would love to have you on the podcast!","Jamie, what the fuck are you talking about?"
joerogan,"Jamie,","Jamie, let’s do it!","Jamie, the great and powerful @bryancallen joins us on the podcast today at 3pm pacific!","Jamie, you dirty bitches! @eddiebravo is here!"
joerogan,"Jamie,","Jamie, I had a great time talking to you on the podcast today. I hope you enjoy it!","Jamie, I would love to have you on.","Jamie, you're a bad motherfucker."
joerogan,"Jamie,","Jamie, thank you for coming out to @TheComedyStore tonight! I had a great fucking time!","Jamie, I would love to have you on the podcast if you're ever in LA!","Jamie, you're a fucking bad motherfucker."
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA and we'll hook you up","Jamie, I would love to have you on!","Jamie, you silly bitches! Let's do this shit!"
joerogan,"Jamie,","Jamie, thanks for coming to the show! I really appreciate the fuck out of you guys!","Jamie, I would LOVE to have you on my podcast if you're ever in LA!","Jamie, you're a fucking bad motherfucker."
joerogan,"Jamie,","Jamie, let’s do it!","Jamie, I had a great time talking to you on the podcast today!","Jamie, you fucking savages! Let's do this shit!"
