Target,Prompt,Tweets,Tweets,Tweets
SenSanders,"Mr. President,","Mr. President, let’s be clear: You can't be an American company only when you want a massive bailout from the American people.","Mr. President, stop trying to suppress the American people. You can't be an American company only when you want a massive tax cut.","Mr. President, I hope you will join us on this important issue."
SenSanders,"Mr. President,","Mr. President, let’s be clear: You can't be an American company only when you want a bailout from the American people.","Mr. President, stop trying to suppress the American people. You can't be an American company only when you want a massive tax break for the wealthy.","Mr. President, I hope you will join me in the fight to end the war in Yemen."
SenSanders,"Mr. President,","Mr. President, let’s be clear: You can't be an American company only when you want a massive bailout from the American taxpayer.","Mr. President, stop trying to suppress the American people. You can't be an American company only when you want a massive bailout.","Mr. President, I hope you will join me in the fight for justice."
SenSanders,"Mr. President,","Mr. President, let’s be clear: You can't be an American company only when you want a massive bailout from taxpayers.","Mr. President, stop trying to suppress the American people. You can't be an American company only when you want a massive tax break for billionaires.","Mr. President, I hope you will join me in the fight for justice for all African Americans."
SenSanders,"Mr. President,","Mr. President, listen to the American people:","Mr. President, stop trying to suppress the American people. You can't be an American company only when you want a massive tax break for the rich.","Mr. President, I hope you will join me in the fight for justice for all."
SenSanders,"Mr. President,","Mr. President, listen to the people of Puerto Rico. They are suffering. We are going to help them get the help they need.","Mr. President, stop trying to suppress the American people. You can't have it all.","Mr. President, I hope you will join me in the fight to end the war in Syria."
SenSanders,"Mr. President,","Mr. President, listen to the people of Puerto Rico. They are suffering. We are going to help them get help.","Mr. President, stop trying to suppress the American people. You can't be an American company only when you want a massive bailout from your billionaire friends and family.","Mr. President, I hope you will join me in the fight for justice for all African-Americans."
SenSanders,"Mr. President,","Mr. President, listen to the people of Puerto Rico. They are suffering. We are going to help them.","Mr. President, let me be clear about what this is all about.","Mr. President, I hope you will join me in the fight for justice for all African-American children."
SenSanders,"Mr. President,","Mr. President, listen to the people of Puerto Rico. They are suffering. We are going to help them get the help they need to rebuild.","Mr. President, let me be clear: the American people are angry. They want to know what's going on behind the scenes at the @FederalReserve.","Mr. President, I hope you will join me in the fight for justice for all African-American people."
SenSanders,"Mr. President,","Mr. President, listen to the people of Puerto Rico. They are suffering and have been for too long. We must restore the power of the federal government.","Mr. President, stop trying to suppress the American people. This is a very serious issue.","Mr. President, I am deeply saddened by the passing of Rep. Paul Ryan. I stand with him on this issue."
