Target,Prompt,Tweets,Tweets,Tweets
hankgreen,"Dear John,","Dear John, I just want you to know that I love you so much.","Dear John, I don't know what to do with this.","Dear John, I just want you to know that this is not how I feel. I don't know what to do about it, but I do know how to deal with it."
hankgreen,"Dear John,","Dear John, I just want you to know that I love you.","Dear John, I don't know what to do about this.","Dear John, I just want you to know that this is not how I feel."
hankgreen,"Dear John,","Dear John, I just want you to know that I love you, John.","Dear John, I don't know what to do with this tweet.","Dear John, I just want you to know that this is not the case for me."
hankgreen,"Dear John,","Dear John, I just want you to know that I love you so much. I am so sorry.","Dear John, I just had a really good idea for a video that would make people feel good about themselves.","Dear John, I just want you to know that this is not how I feel. I don't know what to do about it."
hankgreen,"Dear John,","Dear John, I think it's time for you to get your ass out of the house.","Dear John, I have been working on this for a while and I just had a really good idea.","Dear John, I just want you to know that this is not how I feel. I don't know what to do, but I do feel like I need to be better."
hankgreen,"Dear John,","Dear John, I think it's time for you to get your ass out of here.","Dear John, I just had a really good idea for a video that would make people laugh out loud.","Dear John, I just want you to know that this is not how I feel. I don't know what to do, but I do feel like I need to be more careful."
hankgreen,"Dear John,","Dear John, I just want you to know that I love you so much. I am so sorry about that.","Dear John, I just had a really good idea for a video that would make me laugh out loud.","Dear John, I'm so sorry that you have to spend the rest of your life thinking about the things that matter to you... Thank you so much for your thoughtful letter."
hankgreen,"Dear John,","Dear John, I think it's time for you to get out of the house.","Dear John, I just had a really good idea for a video that would make people feel like they were being watched by a bunch of evil people.","Dear John, I'm so sorry that you have to spend the rest of your life thinking about the things that matter to you."
hankgreen,"Dear John,","Dear John, I think it's time for you to get your ass out there and do something good.","Dear John, I have been working on this for a while and I just got home from the airport and it's so freaking weird.","Dear John, I'm so sorry that you have to spend the rest of your life thinking about the things that matter to you... Thank you so much for your thoughtful and thoughtful letter."
hankgreen,"Dear John,","Dear John, I just want you to know that I love you so much. I am so sorry about this.","Dear John, I just had a really good idea for a video that would make people feel like they were being watched.","Dear John, I just want you to know that this is not how I feel. I don't know what to do."
