Target,Prompt,Tweets,Tweets,Tweets
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed of the pharmaceutical industry.","Mr. President, we have got to stand up to the greed of the pharmaceutical industry.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that is fair to all of you. I look forward to working with you on this very important issue."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed of the pharmaceutical industry, which is killing Americans every day.","Mr. President, we have got to stand up to the greed of the pharmaceutical industry, which is killing Americans every day.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that works for all of us."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed and recklessness of the pharmaceutical industry.","Mr. President, we have got to stand up to the greed and recklessness of the pharmaceutical industry.","Mr. President, I want to congratulate you and your family for making it easier for people to get involved in the political process."
SenSanders,"Mr. President,","Mr. President, we have got to end all of the tax breaks for oil and coal companies.","Mr. President, we have got to end all of the tax breaks for oil and coal companies.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed of the pharmaceutical industry, which is killing Americans.","Mr. President, we have got to stand up to the greed of the pharmaceutical industry, which is killing Americans.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that is fair to all of you. I look forward to working with you on this important issue."
SenSanders,"Mr. President,","Mr. President, we have got to stand up and fight back.","Mr. President, we have got to stand up and fight back.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that is fair to all of you. I look forward to working with you in this effort."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed of Wall Street.","Mr. President, we have got to stand up to the greed of Wall Street.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that is fair to all of you."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed of the pharmaceutical industry and stop this greed.","Mr. President, we have got to stand up to the greed of the pharmaceutical industry and stop this greed.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that is fair to all of you. I look forward to working with you on this important piece of legislation."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed of the pharmaceutical industry and stop this greed from happening.","Mr. President, we have got to stand up to the greed of the pharmaceutical industry and stop this greed from happening.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that works for all of us all."
SenSanders,"Mr. President,","Mr. President, we have got to stand up to the greed on Wall Street.","Mr. President, we have got to stand up to the greed on Wall Street.","Mr. President, I want to congratulate you and your family for making it easier for people to participate in the political process in a way that is fair to all of you. I look forward to working with you on this important legislation."
