Target,Prompt,Tweets,Tweets,Tweets
hankgreen,"Dear John,","Dear John, I don't know what you're doing.","Dear John, I have a friend who lives in Missoula, Montana. He is a huge fan of mine.","Dear John, I'm so sorry to hear about this. It's been a while since I've been able to talk to you about it, but I want you to know that I am very sorry."
hankgreen,"Dear John,","Dear John, I am so proud of you.","Dear John, I am so fucking mad.","Dear John, I am so sorry I didn't tell you about this."
hankgreen,"Dear John,","Dear John, I would like to ask you a favor.","Dear John, I have a friend who is working on a book and I don't know what to do with it.","Dear John, I don't know what to do about this."
hankgreen,"Dear John,","Dear John, I would like to ask you a few questions.","Dear John, I am so mad at you.","Dear John, I'm going to spend the rest of my life thinking about the things that matter most to you."
hankgreen,"Dear John,","Dear John, I have a question for you.","Dear John, I’m really looking forward to this.","Dear John, I’d like to ask you a favor."
hankgreen,"Dear John,","Dear John, I would like to invite you to a party.","Dear John, I have no idea what you're talking about.","Dear John, I am writing you a Dear Hank and John. I want to know what you think... Email me at hankandjohn at gmail and I'll get back to you."
hankgreen,"Dear John,","Dear John, I would like to invite you to a party.","Dear John, I am going to be in Missoula for the first time in a few weeks.","Dear John, I'm going to need you to tell me what I should and shouldn't do next."
hankgreen,"Dear John,","Dear John, I'm going to need you to help me make a video about something I love.","Dear John, I just had a really good idea for a video I'm working on:","Dear John, I am so sorry you have to deal with this."
hankgreen,"Dear John,","Dear John, I would like to ask you a favor.","Dear John, I’m tired.","Dear John, I’ve been thinking a lot about this for the last few days and, if you have any questions for me, let me know in the comments."
hankgreen,"Dear John,","Dear John, I am so proud of you.","Dear John, I’m worried about you.","Dear John, I just want you to know that I don’t know how to write a song."
