Target,Prompt,Tweets,Tweets,Tweets
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA and let's do this shit!","Jamie, I would love to have you on my podcast!","Jamie, you fucking savage! RT @jimmysmithmma: @joerogan what did he say?"
joerogan,"Jamie,","Jamie, let’s do it!","Jamie, I would love to have you on my podcast. Let's do it!","Jamie, what's the most fucked up thing I've ever heard in a tweet?"
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA and we'll hook it up!","Jamie, I would love to have you on my podcast if you're ever in LA!","Jamie, you're a fucking douchebag. You're the one that got out of this fucking thing."
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA. I would love to have you on!","Jamie, I would love to have you on my podcast! Let me know if you're ever in LA and I'll hook it up!","Jamie, you're a fucking bad motherfucker."
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA. I would love to have you on.","Jamie, I would love to have you on my podcast.","Jamie, you really have a great time with @AriShaffir! #Repost…"
joerogan,"Jamie,","Jamie, let me know when you're in LA and I'll hook you up.","Jamie, I would love to have you on my podcast! Let me know if you're ever in LA!","Jamie, you fucking savages. You can't beat that shit out of me, SON"
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA and we'll hook it up.","Jamie, I would love to have you on my podcast! Let's do it!","Jamie, you’re not the only one that's got that shit up."
joerogan,"Jamie,","Jamie, let me know when you're in LA and I'll hook you up!","Jamie, if you're ever in LA I would love to have you on my podcast.","Jamie, that's a fucking BOSS."
joerogan,"Jamie,","Jamie, let me know when you're in LA and I'll hook you up with some tickets!","Jamie, if you're ever in LA I would love to have you on my podcast. Let's do it!","Jamie, I'm really looking forward to that. You're a fucking savage!"
joerogan,"Jamie,","Jamie, let me know when you're going to be in LA and I'll hook you up.","Jamie, I would love to have you on my podcast! Let me know if you're ever in LA and I'll let you know!","Jamie, you're a fucking bad motherfucker. You're an awesome mother fucker"
